,DDE_HD,DDE_DD,DDE_QK,DDE_QD,DDE_VM,DDE_WV,DDE_MK,DDE_MD,DDE_GP,DDE_DN,DDE_AI,DDE_AH,DDE_SS,DDE_TT,CTDC_secondarystruct.G3,QSO3_SC_M,CTDD_hydrophobicity_CASG920101.3.residue75,DDR_N,CTDD_hydrophobicity_CASG920101.3.residue0,CTDC_secondarystruct.G1,DDE_YL,DDE_VD,MSW__27,Z3__7,CKSAAGP_uncharger.uncharger.gap1,CKSAAP_TS.gap3,QSO3_SC_L,CKSAAP_IY.gap2,DDE_DQ,DDE_PS,MSW__7,DDE_LI,CTDC_hydrophobicity_ENGD860101.G3,CKSAAP_NG.gap1,AAC_K,DDE_HE,PAAC_Xc1.R,CTDD_polarity.2.residue50,CTDD_polarity.2.residue0,CTriad_g6.g1.g1,CTriad_g4.g3.g1,Z5__26,CKSAAP_AL.gap1,DDE_DP,CKSAAP_VS.gap2,NMBroto_CHAM810101.lag2,Z3__21,CTriad_g6.g3.g2,GTPC_postivecharger.alphaticr.aromatic,CKSAAGP_alphaticr.aromatic.gap4,Geary_CHAM820102.lag3,Z3__27,Z5__46,DDE_EK,CKSAAP_HR.gap3,Geary_CHAM820101.lag3,TM_tend,formula_H,CTDT_hydrophobicity_PONP930101.Tr1221,MSW__16,MSW__8,NMBroto_CIDH920105.lag2,Z5__44,DDE_GL,CTDD_hydrophobicity_FASG890101.1.residue0,CKSAAP_ET.gap3,OVP_Hydrophobic_N4,DDE_SL,DDE_PP,Charge_phys,y
seq607|0|negative,-0.14425,-0.20744,-0.22883,-0.18011,-0.11946,-0.13001,-0.14945,-0.13489,2.68049,-0.19886,6.9938,-0.17397,-0.26697,3.1754,-0.68451,-0.51986,0.34685,-0.92396,-0.74193,-0.51461,-0.25519,-0.26769,1.2709,-0.40933,0.9402,-0.22454,-0.9666,-0.1838,-0.19234,-0.27867,-0.88673,-0.29244,0.11168,-0.19169,-1.01935,-0.13857,0.46593,0.24661,-0.30836,-0.28071,-0.21525,0.27773,-0.30461,-0.21571,-0.2232,0.48401,0.29015,-0.23907,-0.24428,-0.59064,-0.93166,-2.03243,1.04858,-0.28176,-0.10657,0.27482,-0.60749,0.5275,0.19543,0.13956,-0.19239,1.02539,-0.18567,-0.31883,-0.84538,-0.202,0.73019,-0.35722,-0.18643,0.59781,0
seq608|0|negative,-0.14425,-0.20744,-0.22883,-0.18011,-0.11946,-0.13001,-0.14945,-0.13489,2.68049,-0.19886,3.36042,-0.17397,-0.26697,-0.24643,-0.29463,-0.51986,1.22251,-0.92396,0.60105,-0.51461,-0.25519,-0.26769,-1.01448,-0.20219,0.36179,-0.22454,-0.4222,-0.1838,-0.19234,-0.27867,-0.04683,-0.29244,0.11168,-0.19169,-1.01935,-0.13857,1.40821,-0.28696,-0.86644,-0.28071,-0.21525,0.61491,-0.30461,-0.21571,-0.2232,-0.48121,-0.9158,-0.23907,-0.24428,-0.59064,-0.02517,-2.25329,1.56433,-0.28176,-0.10657,-1.07869,-0.38945,0.86462,0.62326,-1.01066,0.36527,-1.04924,-0.06363,-0.31883,-0.24464,-0.202,0.73019,-0.35722,-0.18643,0.75859,0
seq609|0|negative,-0.13671,-0.20317,-0.22436,-0.17438,-0.10878,-0.12167,-0.14589,-0.13098,-0.23533,-0.19477,-0.26091,-0.16009,-0.24449,-0.2313,0.35516,1.08011,1.709,1.00402,0.36656,-1.37753,-0.24192,-0.26029,-0.15175,-0.28518,-0.79504,-0.22454,-0.32504,4.71135,-0.18672,-0.25291,0.97998,-0.27606,1.29838,-0.19169,-1.01935,-0.13034,0.33981,-0.37589,-0.52539,-0.28071,-0.21525,-0.20232,-0.30461,-0.20662,-0.2232,-0.34519,0.42256,-0.23907,-0.24428,-0.59064,0.28472,-0.78699,-0.30268,-0.27826,-0.10657,1.41657,0.19152,0.86462,-0.0814,1.07995,0.09063,0.07099,1.3925,-0.2974,-0.812,-0.202,0.73019,-0.32637,-0.17406,-0.48446,0
seq610|0|negative,-0.12872,-0.19864,-0.21963,-0.16832,-0.09745,-0.11283,-0.1421,-0.12685,-0.2216,-0.19043,-0.24813,-0.14537,-0.22066,-0.21526,-1.26933,-0.51986,-0.3099,-0.92396,-0.16636,0.49838,4.27869,-0.25244,-1.31593,1.56752,-0.05136,-0.22454,0.32368,-0.1838,-0.18076,-0.22558,0.53501,-0.25868,0.21437,-0.19169,1.68928,-0.12161,-0.75649,0.84687,0.94733,-0.28071,-0.21525,-0.69277,2.95346,-0.19699,-0.2232,0.34204,0.01729,-0.23907,-0.24428,-0.59064,-0.74785,-1.87344,-0.18987,-0.27455,-0.10657,-0.52474,0.23826,0.40108,0.10986,0.14427,0.50792,0.15682,0.49656,-0.27466,-0.77029,-0.202,0.73019,-0.29364,-0.16094,-0.16883,0
seq611|0|negative,-0.13671,-0.20317,-0.22436,-0.17438,-0.10878,-0.12167,-0.14589,-0.13098,-0.23533,-0.19477,-0.26091,-0.16009,-0.24449,-0.2313,0.78836,-0.51986,0.34685,0.1622,-0.69929,-1.75271,-0.24192,-0.26029,0.31492,-0.16002,1.1571,-0.22454,-0.299,-0.1838,-0.18672,-0.25291,0.90769,-0.27606,0.38553,-0.19169,-0.2168,-0.13034,-0.75649,-0.67232,-0.83544,-0.28071,-0.21525,0.40885,-0.30461,-0.20662,-0.2232,0.12015,0.57811,-0.23907,-0.24428,0.85606,0.22392,-0.51182,-0.01171,-0.27826,-0.10657,1.08883,-0.52057,0.27466,-0.0814,0.20767,1.19151,0.80778,0.65087,-0.2974,-0.812,-0.202,0.73019,2.95364,-0.17406,-1.14817,0
seq612|0|negative,-0.12872,-0.19864,-0.21963,-0.16832,-0.09745,-0.11283,-0.1421,-0.12685,-0.2216,-0.19043,-0.24813,-0.14537,-0.22066,-0.21526,-0.29463,0.97174,-1.40448,-0.92396,-1.12564,0.0763,-0.22784,-0.25244,1.00362,0.15932,-0.79504,-0.22454,-0.9666,-0.1838,-0.18076,-0.22558,0.42678,-0.25868,0.21437,-0.19169,0.7864,-0.12161,-0.75649,1.18035,-0.79668,1.96317,-0.21525,0.12527,-0.30461,-0.19699,-0.2232,-0.13069,0.46954,-0.23907,-0.24428,-0.59064,-1.73809,1.53877,-0.66466,-0.27455,-0.10657,0.5928,2.01743,-0.39957,0.10986,-0.23043,0.51024,-1.57549,-0.03396,-0.27466,-0.39482,-0.202,0.73019,-0.29364,-0.16094,0.18116,0
seq613|0|negative,-0.13278,-0.20094,-0.22203,-0.1714,-0.1032,-0.11732,-0.14403,-0.12895,-0.22857,-0.19264,-0.25462,-0.15285,-0.23276,3.50544,-1.32666,-0.51986,0.86195,-0.92396,1.35719,0.29975,-0.23499,-0.25643,-0.95483,-0.26521,-0.10094,-0.22454,0.6041,-0.1838,-0.18379,-0.23946,-0.98945,-0.2675,0.54662,-0.19169,1.52995,-0.12605,1.18558,1.61192,1.15251,-0.28071,-0.21525,0.30555,-0.30461,-0.20188,-0.2232,-0.10044,-1.58464,-0.23907,-0.24428,4.11116,0.53746,1.92368,1.37426,-0.27644,-0.10657,-0.00832,0.46308,1.45457,-1.51588,-0.44117,-0.40198,0.07162,-0.59265,3.23776,-0.79237,-0.202,0.73019,-0.31026,-0.16761,1.03024,0
seq614|0|negative,-0.12872,-0.19864,-0.21963,-0.16832,-0.09745,-0.11283,-0.1421,-0.12685,-0.2216,-0.19043,-0.24813,-0.14537,-0.22066,-0.21526,-0.78198,-0.51986,0.56577,-0.92396,1.03273,0.92046,4.27869,-0.25244,-0.33266,0.29357,-0.79504,-0.22454,2.61178,-0.1838,-0.18076,-0.22558,0.27419,-0.25868,0.72785,-0.19169,-1.01935,-0.12161,0.39382,-0.48705,-0.44788,-0.28071,-0.21525,-0.55068,-0.30461,-0.19699,-0.2232,-0.31489,0.32587,-0.23907,-0.24428,1.1191,-0.51204,-0.49213,-0.36749,-0.27455,-0.10657,-1.24593,-1.80639,0.56964,-0.43205,1.13726,0.46955,-0.27339,0.40262,-0.27466,-0.77029,-0.202,0.73019,3.19819,-0.16094,0.19488,0
seq615|0|negative,-0.14425,-0.20744,-0.22883,-0.18011,-0.11946,-0.13001,-0.14945,-0.13489,-0.24827,-0.19886,-0.27295,-0.17397,-0.26697,-0.24643,0.48512,-0.51986,0.52198,0.97528,0.98476,-1.5276,-0.25519,-0.26769,-0.60827,0.37254,-0.79504,-0.22454,0.34744,4.13545,-0.19234,-0.27867,-0.65294,-0.29244,0.11168,-0.19169,0.42525,-0.13857,-0.75649,-0.02018,-0.30836,-0.28071,-0.21525,1.30781,-0.30461,-0.21571,-0.2232,-0.70671,0.4351,-0.23907,-0.24428,1.91698,-0.20974,0.33349,-0.65349,-0.28176,-0.10657,-0.23125,-1.11206,1.41243,-0.66023,-0.37628,-0.92938,-1.23083,0.32574,-0.31883,-0.54501,-0.202,0.73019,-0.35722,-0.18643,-1.40735,0
seq616|0|negative,-0.12453,-0.19626,-0.21715,-0.16513,-0.0915,-0.10818,-0.14012,-0.12467,-0.21439,-0.18816,-0.24143,-0.13765,-0.20814,-0.20684,0.875,1.11258,0.46361,-0.92396,0.92081,-0.17695,-0.22045,-0.24832,-0.1822,-1.60139,-0.79504,-0.22454,-0.31202,-0.1838,-0.17764,-0.21124,-0.06179,-0.24955,0.38553,-0.19169,0.90678,-0.11703,-0.75649,-0.37589,-0.77343,-0.28071,-0.21525,1.87573,-0.30461,-0.19193,-0.2232,2.99846,-0.51568,-0.23907,-0.24428,-0.59064,-0.61255,-0.35383,-0.51482,-0.2726,-0.10657,1.7021,-0.24495,-0.82097,0.80661,-0.11202,0.28604,0.94803,-0.7255,-0.26272,0.45622,-0.202,0.73019,-0.27646,-0.15406,1.01228,0
seq617|0|negative,-0.14425,-0.20744,-0.22883,-0.18011,-0.11946,-0.13001,-0.14945,-0.13489,-0.24827,-0.19886,-0.27295,-0.17397,-0.26697,3.1754,-0.68451,0.9758,0.34685,0.26486,-0.93378,-0.51461,-0.25519,-0.26769,-0.22192,1.88594,-0.79504,-0.22454,0.83276,-0.1838,-0.19234,-0.27867,0.18933,-0.29244,0.93324,-0.19169,-1.01935,-0.13857,0.31926,-1.3541,-0.5874,-0.28071,-0.21525,1.02904,-0.30461,-0.21571,-0.2232,-0.41994,0.62147,-0.23907,-0.24428,1.91698,0.14301,0.05771,0.06206,-0.28176,-0.10657,-0.45233,-0.4898,1.49671,-0.66023,0.77496,1.01496,-0.79604,-1.95969,-0.31883,1.55758,-0.202,0.73019,-0.35722,-0.18643,-0.00927,0
seq618|0|negative,-0.14425,-0.20744,-0.22883,-0.18011,9.54803,-0.13001,-0.14945,-0.13489,-0.24827,-0.19886,3.36042,-0.17397,-0.26697,-0.24643,-0.68451,0.67545,-0.17855,-0.92396,-0.55007,0.16072,-0.25519,-0.26769,-0.67008,0.81434,-0.79504,-0.22454,-0.4873,-0.1838,-0.19234,-0.27867,0.28324,-0.29244,0.93324,-0.19169,-1.01935,-0.13857,1.35017,-0.55375,-0.86644,-0.28071,-0.21525,0.39805,-0.30461,-0.21571,-0.2232,-0.32511,0.297,-0.23907,-0.24428,0.66317,1.37846,-1.52467,0.23464,-0.28176,-0.10657,-0.19178,0.13249,1.45457,-0.66023,0.65314,-0.6484,-0.56346,-1.19952,-0.31883,-0.54501,-0.202,0.73019,-0.35722,-0.18643,-0.22991,0
seq619|0|negative,-0.11566,-0.19123,-0.21189,-0.1584,-0.07893,-0.09837,-0.13592,-0.12008,-0.19915,-0.18334,-0.22725,-0.12131,-0.18169,-0.18904,0.75504,1.3764,-0.86561,1.35102,-0.53531,0.23864,-0.20483,-0.23961,-0.88264,-1.66396,1.09795,-0.22454,1.31434,-0.1838,-0.17102,-0.18092,-2.12902,-0.23026,1.43882,-0.19169,0.09188,-0.10735,-0.75649,0.71861,-0.71619,4.20706,-0.21525,-0.80524,-0.30461,-0.18124,5.17478,1.34798,0.30469,-0.23907,-0.24428,-0.59064,2.14985,-1.55753,-0.5919,-0.26849,-0.10657,1.49477,1.14949,-0.86311,-0.83849,-0.06524,-0.911,-0.45316,0.38899,-0.23748,-0.68364,-0.202,0.73019,3.66385,-0.1395,-0.80547,0
seq620|0|negative,-0.10602,-0.18576,-0.20618,-0.15107,-0.06525,-0.08769,-0.13135,-0.11509,-0.18259,-0.17811,-0.21183,-0.10355,-0.15292,-0.16968,0.59145,4.16234,-1.40448,0.6057,-1.12564,0.19141,-0.18784,-0.23014,0.43595,0.30041,0.36179,-0.22454,-0.02786,-0.1838,-0.16384,-0.14795,-1.1729,-0.20929,-0.11239,-0.19169,0.29392,-0.09682,-0.75649,0.27086,-0.63814,-0.28071,-0.21525,-0.19843,4.76349,-0.16961,-0.2232,-0.43113,-0.39366,-0.23907,-0.24428,-0.59064,1.28207,-0.46731,-1.39905,-0.26401,-0.10657,0.38025,-0.32142,-1.95874,0.92274,-0.06781,-1.61824,0.03405,1.26931,-0.21004,0.49263,-0.202,0.73019,4.07595,-0.12366,-0.15174,0
seq621|0|negative,-0.14425,-0.20744,-0.22883,-0.18011,-0.11946,-0.13001,-0.14945,-0.13489,-0.24827,3.50218,-0.27295,-0.17397,-0.26697,-0.24643,-0.29463,-0.51986,-0.17855,0.65292,0.21734,0.49838,-0.25519,3.0803,-0.35701,0.37857,0.36179,-0.22454,1.57392,-0.1838,-0.19234,-0.27867,2.11692,-0.29244,0.52246,-0.19169,-0.29705,7.3076,-0.75649,1.31375,2.48206,-0.28071,-0.21525,-0.80159,-0.30461,-0.21571,-0.2232,0.62938,1.52741,-0.23907,-0.24428,0.66317,1.02437,-0.2833,-0.43611,-0.28176,-0.10657,-0.23776,1.76338,1.79169,-1.08805,1.82952,-0.00112,-1.00596,0.5638,-0.31883,-0.54501,-0.202,-1.36951,-0.35722,-0.18643,-1.54208,0
seq622|0|negative,-0.14425,-0.20744,-0.22883,-0.18011,-0.11946,-0.13001,-0.14945,-0.13489,-0.24827,-0.19886,-0.27295,-0.17397,4.253,-0.24643,-0.29463,-0.51986,-0.52882,0.93421,-0.93378,0.49838,-0.25519,-0.26769,0.0744,-0.73313,-0.21662,-0.22454,-0.42513,-0.1838,-0.19234,-0.27867,0.08049,-0.29244,-0.29911,-0.19169,-0.29705,-0.13857,0.34329,-1.08732,-0.5874,-0.28071,-0.21525,-0.94009,-0.30461,-0.21571,-0.2232,-0.14195,-0.31324,-0.23907,-0.24428,-0.59064,0.54429,0.21367,-0.31139,2.88319,-0.10657,-0.03151,1.35115,1.20174,1.05109,-0.56305,0.07216,-1.20269,0.40667,-0.31883,-0.54501,-0.202,-1.36951,-0.35722,-0.18643,-0.41396,0
seq623|0|negative,-0.14425,-0.20744,-0.22883,-0.18011,-0.11946,-0.13001,-0.14945,-0.13489,-0.24827,-0.19886,3.36042,-0.17397,-0.26697,-0.24643,0.48512,-0.51986,0.17172,0.2587,-0.16636,-0.17695,-0.25519,-0.26769,0.32197,1.81025,-0.21662,-0.22454,1.16867,-0.1838,-0.19234,-0.27867,-0.63904,-0.29244,0.52246,-0.19169,-0.29705,-0.13857,-0.75649,0.51339,-0.5874,-0.28071,-0.21525,0.6202,-0.30461,-0.21571,-0.2232,0.5698,0.56353,-0.23907,-0.24428,-0.59064,0.70509,0.23598,-1.12596,-0.28176,-0.10657,1.42843,1.26092,0.82248,0.62326,-1.4625,0.06477,-0.8369,-0.53412,-0.31883,4.2609,-0.202,0.73019,-0.35722,-0.18643,-0.85017,0
seq624|0|negative,-0.14425,-0.20744,-0.22883,-0.18011,-0.11946,-0.13001,-0.14945,-0.13489,-0.24827,-0.19886,-0.27295,-0.17397,-0.26697,-0.24643,-0.29463,1.20228,-0.00342,1.05741,0.4092,0.83604,-0.25519,-0.26769,0.25154,-0.22147,-0.21662,3.13867,0.41449,-0.1838,-0.19234,-0.27867,-1.30733,-0.29244,0.11168,-0.19169,-0.29705,-0.13857,-0.75649,-0.55375,-0.5874,-0.28071,2.47062,-0.49343,-0.30461,-0.21571,-0.2232,-0.15183,0.17826,-0.23907,-0.24428,-0.59064,0.10464,0.52033,-1.03506,-0.28176,-0.10657,1.21899,1.16012,0.90676,0.62326,0.42278,-1.59792,-1.27407,-1.06935,-0.31883,-0.24464,-0.202,0.73019,-0.35722,-0.18643,-0.60639,0
seq625|0|negative,-0.14425,-0.20744,-0.22883,-0.18011,-0.11946,-0.13001,-0.14945,-0.13489,-0.24827,-0.19886,-0.27295,-0.17397,-0.26697,-0.24643,-0.29463,-0.51986,-0.17855,0.2279,0.02549,0.49838,-0.25519,-0.26769,-0.30718,-1.03618,0.36179,-0.22454,1.81154,-0.1838,4.89079,-0.27867,0.96864,-0.29244,0.93324,-0.19169,-0.29705,-0.13857,-0.75649,0.51339,1.64493,-0.28071,-0.21525,-1.34128,-0.30461,-0.21571,-0.2232,0.7737,1.2016,-0.23907,-0.24428,0.66317,0.23696,-0.22693,-0.43322,-0.28176,-0.10657,-0.18665,0.58863,1.70741,-0.66023,1.12365,-0.05237,-0.09146,0.18377,-0.31883,0.3561,-0.202,0.73019,-0.35722,-0.18643,0.06744,0
seq626|0|negative,-0.14425,-0.20744,-0.22883,-0.18011,-0.11946,-0.13001,-0.14945,-0.13489,-0.24827,-0.19886,-0.27295,-0.17397,-0.26697,-0.24643,-0.29463,-0.51986,0.52198,0.57079,0.98476,-0.17695,-0.25519,3.0803,-1.19823,-0.06184,0.36179,-0.22454,0.88077,4.13545,-0.19234,-0.27867,1.77357,-0.29244,0.52246,-0.19169,0.42525,-0.13857,0.28576,-0.82053,0.24972,-0.28071,-0.21525,-0.2249,-0.30461,-0.21571,-0.2232,0.20567,0.82572,-0.23907,-0.24428,0.66317,-0.60434,-0.12339,0.36863,-0.28176,-0.10657,-0.23718,-1.21925,2.08667,-1.08805,0.42273,-0.1302,-1.07059,-0.18003,-0.31883,0.05573,-0.202,0.73019,-0.35722,-0.18643,-0.53597,0
seq627|0|negative,-0.14425,-0.20744,-0.22883,-0.18011,-0.11946,-0.13001,-0.14945,-0.13489,-0.24827,-0.19886,-0.27295,-0.17397,-0.26697,3.1754,0.09525,-0.51986,1.04738,0.09034,1.56032,-0.17695,-0.25519,-0.26769,-0.04005,-0.76697,0.9402,-0.22454,2.13166,-0.1838,-0.19234,-0.27867,0.69925,-0.29244,0.52246,-0.19169,-0.29705,-0.13857,-0.75649,-1.08732,-0.86644,-0.28071,-0.21525,-1.28724,-0.30461,-0.21571,-0.2232,0.81262,1.42674,-0.23907,-0.24428,0.66317,-0.02122,0.17546,-0.48722,-0.28176,-0.10657,-0.10879,-0.00839,1.74955,-1.51588,0.83963,0.82942,-0.01091,0.65217,-0.31883,0.95684,-0.202,0.73019,-0.35722,-0.18643,0.00347,0
seq628|0|negative,-0.14425,-0.20744,-0.22883,-0.18011,-0.11946,-0.13001,-0.14945,-0.13489,-0.24827,3.50218,-0.27295,-0.17397,-0.26697,-0.24643,-0.68451,-0.51986,0.34685,1.08615,0.79291,1.51137,-0.25519,-0.26769,-0.54881,-0.4789,-0.21662,-0.22454,1.08372,-0.1838,4.89079,-0.27867,1.97075,-0.29244,-0.29911,-0.19169,-0.29705,-0.13857,0.36956,-0.28696,-0.5874,-0.28071,-0.21525,-1.30639,-0.30461,-0.21571,-0.2232,-0.06941,0.22787,-0.23907,-0.24428,-0.59064,-0.0539,0.61133,0.02161,-0.28176,-0.10657,-0.36858,0.28681,1.49671,0.19543,0.72727,-0.51852,0.42014,0.26128,-0.31883,-0.84538,-0.202,0.73019,-0.35722,-0.18643,0.1375,0
seq629|0|negative,-0.14425,-0.20744,-0.22883,-0.18011,-0.11946,-0.13001,-0.14945,-0.13489,-0.24827,-0.19886,-0.27295,-0.17397,-0.26697,3.1754,0.48512,1.20065,-0.35368,1.1806,0.02549,-0.85228,-0.25519,-0.26769,1.76399,-0.88561,-0.21662,3.13867,-0.27671,-0.1838,-0.19234,-0.27867,-1.41942,-0.29244,0.11168,-0.19169,-0.29705,-0.13857,-0.75649,-0.02018,-0.86644,-0.28071,2.47062,-0.1903,-0.30461,-0.21571,-0.2232,-0.37577,0.77345,-0.23907,-0.24428,-0.59064,-0.04133,0.95953,-0.91492,-0.28176,-0.10657,0.33213,1.21617,0.65392,-0.2324,0.88907,-0.40389,-1.30413,-0.35187,-0.31883,-0.24464,-0.202,-1.36951,-0.35722,-0.18643,-1.40735,0
seq630|0|negative,-0.14425,-0.20744,3.80987,-0.18011,-0.11946,-0.13001,-0.14945,-0.13489,-0.24827,-0.19886,3.36042,-0.17397,-0.26697,-0.24643,0.09525,-0.51986,1.57278,-0.21765,0.4092,0.16072,-0.25519,-0.26769,0.16364,0.89899,-0.21662,-0.22454,0.3489,-0.1838,-0.19234,-0.27867,-0.5269,-0.29244,0.52246,-0.19169,-0.29705,-0.13857,-0.75649,1.04696,1.64493,-0.28071,-0.21525,-0.30326,-0.30461,-0.21571,-0.2232,-0.31579,0.59623,-0.23907,-0.24428,0.66317,0.50508,0.58475,-0.94775,-0.28176,-0.10657,1.41388,1.39718,1.20174,0.19543,-0.81596,0.48889,-1.7931,-0.2964,-0.31883,-0.24464,-0.202,-1.36951,-0.35722,-0.18643,-0.85017,0
seq631|0|negative,-0.12453,-0.19626,4.48779,-0.16513,-0.0915,-0.10818,-0.14012,-0.12467,-0.21439,-0.18816,-0.24143,-0.13765,-0.20814,-0.20684,-1.72418,-0.51986,-1.40448,-0.92396,-1.12564,2.97458,-0.22045,-0.24832,-1.66559,0.12436,-0.79504,-0.22454,0.27323,-0.1838,-0.17764,-0.21124,-0.01904,-0.24955,-1.2576,-0.19169,2.83292,-0.11703,-0.75649,-0.37589,-0.77343,-0.28071,-0.21525,-1.60921,-0.30461,-0.19193,-0.2232,-0.5786,-1.16717,-0.23907,-0.24428,-0.59064,0.79202,2.50548,0.02693,-0.2726,-0.10657,1.15042,2.25051,0.02183,0.80661,-1.83664,0.3919,0.24482,-0.53593,-0.26272,-0.34476,-0.202,0.73019,-0.27646,-0.15406,-0.24059,0
seq632|0|negative,-0.12453,-0.19626,-0.21715,-0.16513,-0.0915,-0.10818,-0.14012,-0.12467,-0.21439,-0.18816,-0.24143,-0.13765,-0.20814,-0.20684,0.35516,1.01111,0.46361,0.85619,0.92081,0.27327,-0.22045,-0.24832,-0.24466,-1.23341,1.6076,-0.22454,-0.9666,-0.1838,-0.17764,-0.21124,-0.99614,-0.24955,-1.80531,-0.19169,0.90678,-0.11703,-0.75649,-1.08732,-0.77343,-0.28071,-0.21525,1.36883,-0.30461,-0.19193,-0.2232,0.24052,0.06879,-0.23907,-0.24428,1.29008,-1.35027,-0.29603,-0.9291,-0.2726,-0.10657,-0.66421,-0.0382,-0.69455,1.38724,-0.14442,0.74278,-0.2923,-1.44362,-0.26272,0.85672,-0.202,-1.36951,-0.27646,-0.15406,1.39478,0
seq633|0|negative,-0.12453,-0.19626,-0.21715,-0.16513,-0.0915,-0.10818,-0.14012,-0.12467,-0.21439,-0.18816,-0.24143,-0.13765,-0.20814,-0.20684,-1.20435,-0.51986,-1.40448,0.44554,-1.12564,2.07414,-0.22045,-0.24832,-1.60819,1.28685,0.80672,-0.22454,-0.33237,-0.1838,-0.17764,-0.21124,0.60739,-0.24955,-1.80531,-0.19169,-1.01935,-0.11703,2.56046,-1.79874,-0.77343,-0.28071,-0.21525,-0.90665,-0.30461,-0.19193,-0.2232,0.01339,-2.26651,-0.23907,-0.24428,-0.59064,0.20756,1.47691,1.04727,-0.2726,-0.10657,-0.88982,0.85369,-0.14673,-0.35463,-0.40477,0.50752,1.33135,-0.02586,-0.26272,-0.34476,-0.202,-1.36951,-0.27646,-0.15406,0.14996,0
seq634|0|negative,-0.12453,-0.19626,-0.21715,-0.16513,-0.0915,-0.10818,-0.14012,-0.12467,-0.21439,-0.18816,-0.24143,-0.13765,-0.20814,-0.20684,-0.16467,-0.51986,-1.40448,-0.92396,-1.12564,0.27327,-0.22045,-0.24832,0.29912,0.22348,0.80672,-0.22454,-0.9666,-0.1838,-0.17764,-0.21124,-1.26513,-0.24955,-0.70989,-0.19169,-1.01935,-0.11703,0.40327,-0.37589,-0.77343,-0.28071,-0.21525,-0.39714,-0.30461,-0.19193,-0.2232,-0.19651,0.40435,4.68535,-0.24428,-0.59064,0.92015,-0.18897,-0.29149,-0.2726,-0.10657,-0.98805,-1.14698,-0.86311,-0.35463,-0.33106,-0.59943,0.36549,-1.23141,-0.26272,-0.34476,-0.202,-1.36951,-0.27646,-0.15406,0.43528,0
seq635|0|negative,-0.12453,-0.19626,-0.21715,-0.16513,-0.0915,-0.10818,-0.14012,-0.12467,-0.21439,-0.18816,3.99133,-0.13765,-0.20814,-0.20684,0.35516,-0.51986,-0.23693,-0.92396,0.15339,-0.17695,-0.22045,-0.24832,1.46748,2.05763,0.00584,-0.22454,0.0719,-0.1838,-0.17764,-0.21124,-0.86488,-0.24955,0.38553,-0.19169,-1.01935,-0.11703,-0.75649,0.33553,-0.77343,-0.28071,-0.21525,1.11712,3.20408,-0.19193,-0.2232,0.25204,0.45299,-0.23907,-0.24428,1.29008,-0.41472,-0.54239,-1.31503,-0.2726,-0.10657,1.50289,-1.42776,-1.15808,-0.35463,-0.42854,-2.03136,-0.278,-1.91825,-0.26272,-0.34476,-0.202,0.73019,-0.27646,-0.15406,-1.70381,0
seq636|0|negative,-0.12453,-0.19626,-0.21715,-0.16513,-0.0915,-0.10818,-0.14012,-0.12467,-0.21439,-0.18816,-0.24143,-0.13765,-0.20814,-0.20684,-0.68451,-0.51986,-1.40448,-0.92396,-1.12564,1.62393,-0.22045,-0.24832,-0.13736,-0.17659,0.00584,-0.22454,-0.9666,-0.1838,-0.17764,-0.21124,1.97937,-0.24955,-2.35302,-0.19169,0.90678,-0.11703,-0.75649,-0.02018,-0.77343,4.20706,-0.21525,-0.56646,-0.30461,-0.19193,-0.2232,-0.55565,-0.06278,-0.23907,-0.24428,-0.59064,-0.65399,-1.93219,-0.44766,-0.2726,-0.10657,0.13995,1.93721,-1.11594,1.96786,0.05062,2.57032,0.46744,-0.23417,-0.26272,0.05573,-0.202,-1.36951,-0.27646,-0.15406,-1.49348,0
seq637|0|negative,-0.12453,-0.19626,-0.21715,-0.16513,-0.0915,-0.10818,-0.14012,-0.12467,-0.21439,-0.18816,-0.24143,-0.13765,-0.20814,-0.20684,-0.68451,1.12191,0.23009,-0.92396,0.665,2.07414,-0.22045,-0.24832,-0.22431,0.3604,-0.79504,-0.22454,-0.9666,-0.1838,-0.17764,-0.21124,1.11363,-0.24955,-1.2576,-0.19169,1.86985,-0.11703,0.35206,-1.44303,-0.40137,4.20706,-0.21525,-1.46959,-0.30461,-0.19193,-0.2232,-0.14178,-1.23236,-0.23907,-0.24428,-0.59064,-0.59906,1.18201,0.7877,-0.2726,-0.10657,1.55716,2.82699,-0.35743,1.96786,-0.73944,1.97008,-0.5256,0.44377,-0.26272,-0.74525,-0.202,-1.36951,-0.27646,-0.15406,1.3423,0
seq638|0|negative,-0.12453,-0.19626,4.48779,-0.16513,-0.0915,-0.10818,-0.14012,-0.12467,-0.21439,-0.18816,-0.24143,-0.13765,-0.20814,-0.20684,-1.20435,-0.51986,-1.40448,-0.92396,-1.12564,2.52436,-0.22045,-0.24832,-1.14591,0.56498,-0.79504,-0.22454,-0.31479,-0.1838,5.74403,-0.21124,0.42958,-0.24955,-1.80531,-0.19169,2.83292,-0.11703,-0.75649,0.33553,1.45891,-0.28071,-0.21525,-1.8922,3.20408,-0.19193,-0.2232,-0.30026,-0.93621,-0.23907,-0.24428,-0.59064,1.50754,1.42212,0.15044,7.1015,-0.10657,1.3838,-1.49437,-0.23101,-0.93526,-1.04118,0.82529,1.92245,0.39197,-0.26272,-0.74525,-0.202,-1.36951,-0.27646,-0.15406,-1.17124,0
