,DDE_HD,DDE_DD,DDE_QK,DDE_QD,DDE_VM,DDE_WV,DDE_MK,DDE_MD,DDE_GP,DDE_DN,DDE_AI,DDE_AH,DDE_SS,DDE_TT,CTDC_secondarystruct.G3,QSO3_SC_M,CTDD_hydrophobicity_CASG920101.3.residue75,DDR_N,CTDD_hydrophobicity_CASG920101.3.residue0,CTDC_secondarystruct.G1,DDE_YL,DDE_VD,MSW__27,Z3__7,CKSAAGP_uncharger.uncharger.gap1,CKSAAP_TS.gap3,QSO3_SC_L,CKSAAP_IY.gap2,DDE_DQ,DDE_PS,MSW__7,DDE_LI,CTDC_hydrophobicity_ENGD860101.G3,CKSAAP_NG.gap1,AAC_K,DDE_HE,PAAC_Xc1.R,CTDD_polarity.2.residue50,CTDD_polarity.2.residue0,CTriad_g6.g1.g1,CTriad_g4.g3.g1,Z5__26,CKSAAP_AL.gap1,DDE_DP,CKSAAP_VS.gap2,NMBroto_CHAM810101.lag2,Z3__21,CTriad_g6.g3.g2,GTPC_postivecharger.alphaticr.aromatic,CKSAAGP_alphaticr.aromatic.gap4,Geary_CHAM820102.lag3,Z3__27,Z5__46,DDE_EK,CKSAAP_HR.gap3,Geary_CHAM820101.lag3,TM_tend,formula_H,CTDT_hydrophobicity_PONP930101.Tr1221,MSW__16,MSW__8,NMBroto_CIDH920105.lag2,Z5__44,DDE_GL,CTDD_hydrophobicity_FASG890101.1.residue0,CKSAAP_ET.gap3,OVP_Hydrophobic_N4,DDE_SL,DDE_PP,Charge_phys,y
negative239,-0.12453,-0.19626,-0.21715,-0.16513,-0.0915,8.68434,-0.14012,-0.12467,-0.21439,-0.18816,-0.24143,-0.13765,-0.20814,-0.20684,0.875,2.13052,-0.00342,0.41064,0.15339,-0.62717,-0.22045,-0.24832,0.12447,0.49483,-0.79504,-0.22454,-0.9666,-0.1838,-0.17764,-0.21124,1.61824,-0.24955,-0.16218,-0.19169,0.90678,-0.11703,0.1706,0.69125,-0.40137,-0.28071,-0.21525,3.30782,-0.30461,-0.19193,-0.2232,-1.36687,-1.10121,-0.23907,-0.24428,1.29008,2.47227,0.55386,-0.39453,-0.2726,-0.10657,1.91596,-0.67298,-0.48385,0.22599,-0.44744,1.23172,-0.44278,0.48963,-0.26272,0.05573,-0.202,0.73019,-0.27646,-0.15406,-0.56563,0
negative240,-0.12453,-0.19626,-0.21715,-0.16513,-0.0915,-0.10818,-0.14012,-0.12467,-0.21439,-0.18816,-0.24143,-0.13765,-0.20814,-0.20684,-0.16467,0.93074,-0.23693,-0.92396,0.15339,-0.62717,4.44426,3.65197,-0.20874,0.47456,-0.79504,-0.22454,-0.38493,-0.1838,-0.17764,-0.21124,1.32403,-0.24955,-0.16218,-0.19169,0.90678,-0.11703,0.27128,-1.08732,-0.02932,-0.28071,-0.21525,0.20601,-0.30461,-0.19193,-0.2232,-0.56524,-0.68555,-0.23907,3.73903,1.29008,-0.80283,-0.16831,0.37586,-0.2726,-0.10657,-0.32893,-1.04732,-0.06245,0.80661,0.81519,1.0366,0.09852,-0.44622,-0.26272,-0.34476,-0.202,-1.36951,-0.27646,-0.15406,2.92197,0
negative241,-0.14425,-0.20744,-0.22883,-0.18011,9.54803,-0.13001,-0.14945,-0.13489,-0.24827,-0.19886,-0.27295,-0.17397,-0.26697,-0.24643,0.875,2.56805,-1.40448,0.97528,-1.12564,0.49838,-0.25519,-0.26769,0.50033,-2.37618,0.36179,-0.22454,-0.9666,-0.1838,-0.19234,-0.27867,-0.31681,-0.29244,-1.12067,-0.19169,0.42525,-0.13857,0.39282,0.51339,-0.02932,-0.28071,-0.21525,2.02084,-0.30461,-0.21571,-0.2232,3.79939,-1.52045,-0.23907,-0.24428,-0.59064,-0.92992,0.01808,-0.76687,-0.28176,-0.10657,0.12417,0.61825,0.06397,3.19023,-1.51249,0.23107,1.07305,-0.75371,-0.31883,-0.54501,-0.202,0.73019,-0.35722,-0.18643,0.62014,0
negative242,-0.12453,-0.19626,-0.21715,-0.16513,-0.0915,-0.10818,-0.14012,-0.12467,-0.21439,-0.18816,-0.24143,-0.13765,-0.20814,-0.20684,0.875,-0.51986,0.69712,0.61596,1.17662,0.72349,-0.22045,-0.24832,-0.21977,-1.24277,-0.79504,-0.22454,0.32612,-0.1838,-0.17764,-0.21124,1.1727,-0.24955,-1.2576,-0.19169,0.90678,-0.11703,-0.75649,-0.02018,-0.40137,-0.28071,-0.21525,0.55972,3.20408,4.59684,-0.2232,0.38419,0.112,-0.23907,3.73903,-0.59064,1.2805,0.25775,-0.7901,-0.2726,-0.10657,-0.59795,-0.75135,-0.65241,0.80661,-1.32771,1.23749,0.94936,0.85145,-0.26272,-0.74525,-0.202,-1.36951,-0.27646,-0.15406,-0.2115,0
negative243,-0.12453,-0.19626,-0.21715,-0.16513,-0.0915,-0.10818,-0.14012,-0.12467,-0.21439,-0.18816,-0.24143,-0.13765,-0.20814,-0.20684,-0.16467,-0.51986,-1.40448,-0.92396,-1.12564,-0.17695,-0.22045,-0.24832,2.61919,-0.49185,-0.79504,-0.22454,-0.9666,-0.1838,-0.17764,-0.21124,-0.24474,-0.24955,-1.80531,-0.19169,-1.01935,-0.11703,-0.75649,0.33553,-0.40137,-0.28071,-0.21525,3.54671,-0.30461,-0.19193,-0.2232,2.31372,0.37743,-0.23907,-0.24428,1.29008,-1.51783,-0.30671,-2.29047,-0.2726,-0.10657,-1.66917,-1.05792,-1.95874,1.96786,-1.9216,-0.49718,0.25649,-0.56869,-0.26272,-1.14575,-0.202,0.73019,-0.27646,-0.15406,-1.70381,0
negative244,-0.12453,4.30927,-0.21715,-0.16513,-0.0915,-0.10818,-0.14012,-0.12467,-0.21439,-0.18816,-0.24143,-0.13765,-0.20814,-0.20684,1.39484,0.93359,-0.00342,-0.92396,0.4092,-0.62717,-0.22045,-0.24832,1.1137,-1.61675,-0.79504,-0.22454,-0.9666,-0.1838,-0.17764,-0.21124,2.03898,-0.24955,-0.70989,-0.19169,-1.01935,-0.11703,0.24363,1.75839,-0.40137,-0.28071,-0.21525,3.57562,-0.30461,-0.19193,-0.2232,3.09631,-0.29623,-0.23907,-0.24428,3.1708,-1.33911,1.23578,-0.98174,-0.2726,-0.10657,-0.1599,-0.17184,-1.45306,0.22599,0.05212,3.16138,0.76896,0.66486,-0.26272,0.05573,-0.202,-1.36951,-0.27646,-0.15406,0.89901,0
negative245,-0.12453,-0.19626,-0.21715,-0.16513,-0.0915,-0.10818,-0.14012,-0.12467,-0.21439,-0.18816,-0.24143,-0.13765,-0.20814,3.77947,-1.20435,-0.51986,-0.70395,0.52767,-0.35822,0.27327,-0.22045,-0.24832,-0.0911,-0.26339,0.00584,-0.22454,0.9475,-0.1838,-0.17764,-0.21124,-0.00072,-0.24955,0.93324,-0.19169,-0.05628,-0.11703,0.29229,-1.79874,-0.77343,-0.28071,-0.21525,0.07328,-0.30461,-0.19193,-0.2232,-1.25977,0.13522,-0.23907,-0.24428,-0.59064,-0.58651,0.94323,0.04252,-0.2726,-0.10657,-0.79068,1.85909,0.27466,-0.93526,-0.30279,0.40436,-3.09916,-0.11249,-0.26272,2.45869,-0.202,0.73019,-0.27646,-0.15406,1.57346,0
negative246,-0.12453,-0.19626,-0.21715,-0.16513,-0.0915,-0.10818,-0.14012,-0.12467,-0.21439,-0.18816,-0.24143,-0.13765,2.42466,-0.20684,1.39484,-0.51986,-1.40448,1.40235,-1.12564,0.27327,-0.22045,-0.24832,-0.61237,-1.17888,-0.79504,-0.22454,-0.9666,-0.1838,-0.17764,-0.21124,-0.17031,-0.24955,-1.80531,-0.19169,0.90678,-0.11703,2.34665,-0.7316,-0.77343,-0.28071,-0.21525,0.7791,-0.30461,-0.19193,-0.2232,-0.35246,-3.5893,-0.23907,-0.24428,-0.59064,0.64654,1.86344,1.96817,-0.2726,-0.10657,-0.73276,0.93105,-0.56813,4.29036,-2.07158,-0.33164,1.58318,0.30759,-0.26272,-0.74525,-0.202,0.73019,-0.27646,-0.15406,2.17208,0
negative247,-0.12453,-0.19626,-0.21715,-0.16513,-0.0915,-0.10818,-0.14012,-0.12467,-0.21439,-0.18816,-0.24143,-0.13765,-0.20814,-0.20684,0.35516,-0.51986,-1.17097,-0.92396,-0.86983,-1.07738,-0.22045,-0.24832,0.80402,0.63736,0.00584,-0.22454,1.3184,-0.1838,-0.17764,-0.21124,1.26611,-0.24955,0.93324,-0.19169,-1.01935,-0.11703,-0.75649,1.40267,0.34274,-0.28071,-0.21525,-0.24618,-0.30461,-0.19193,-0.2232,0.60955,1.5521,-0.23907,-0.24428,-0.59064,0.31099,-1.00272,-0.89247,-0.2726,-0.10657,0.46427,-1.7923,-0.44171,-1.51588,1.37219,-1.26329,-0.32013,0.12546,-0.26272,0.05573,-0.202,0.73019,3.33793,-0.15406,-1.30852,0
negative248,-0.12453,-0.19626,-0.21715,-0.16513,-0.0915,-0.10818,-0.14012,-0.12467,-0.21439,-0.18816,-0.24143,-0.13765,-0.20814,-0.20684,-0.16467,-0.51986,0.46361,1.10258,0.92081,0.72349,-0.22045,-0.24832,-0.34377,0.27584,-0.79504,-0.22454,1.70933,-0.1838,-0.17764,-0.21124,-0.53211,-0.24955,0.93324,-0.19169,-0.05628,-0.11703,0.36252,-0.7316,0.34274,-0.28071,-0.21525,-1.06302,-0.30461,-0.19193,-0.2232,1.34152,0.19956,-0.23907,-0.24428,1.29008,-0.60272,0.61347,0.46733,-0.2726,-0.10657,-0.94709,1.45523,0.27466,0.80661,0.07807,-0.0752,-0.11528,0.10411,-0.26272,-0.74525,-0.202,-1.36951,3.33793,-0.15406,-0.27408,0
negative249,-0.14787,-0.2095,-0.23097,-0.18285,-0.12459,-0.13402,-0.15117,-0.13676,-0.25449,-0.20083,-0.27874,-0.18063,-0.27776,-0.25369,1.84041,-0.51986,1.09742,2.98744,1.61514,-1.9135,-0.26157,-0.27124,1.8583,-0.61476,1.39684,2.94084,-0.19712,-0.1838,-0.19503,-0.29104,-0.58296,-0.30031,-0.39691,-0.19169,-0.33145,-0.14252,-0.75649,0.38635,-0.08247,-0.28071,1.57533,0.89732,-0.30461,-0.22007,2.77568,-0.11044,0.4756,-0.23907,-0.24428,-0.59064,-0.13023,-0.26947,-0.08806,-0.28344,-0.10657,-0.7109,-1.81255,0.3168,0.5163,-0.10656,-0.14552,0.35707,0.30145,-0.32913,-0.00148,-0.202,-1.36951,2.65198,-0.19237,0.27277,0
negative250,-0.12453,-0.19626,-0.21715,-0.16513,-0.0915,-0.10818,-0.14012,-0.12467,-0.21439,-0.18816,-0.24143,-0.13765,-0.20814,-0.20684,-0.68451,-0.51986,0.46361,-0.92396,0.92081,1.62393,-0.22045,-0.24832,-0.72239,-0.65587,0.80672,-0.22454,0.8863,-0.1838,-0.17764,-0.21124,-0.28362,-0.24955,0.38553,-0.19169,0.90678,-0.11703,-0.75649,-0.7316,0.34274,-0.28071,-0.21525,-2.00792,-0.30461,-0.19193,-0.2232,0.16978,0.09576,-0.23907,3.73903,1.29008,1.80552,1.90808,0.11486,-0.2726,-0.10657,-1.91195,2.02271,0.14824,-0.93526,0.78437,0.19468,-0.607,0.18669,-0.26272,-0.74525,-0.202,-1.36951,-0.27646,3.10616,-1.06,0
negative251,-0.14425,-0.20744,-0.22883,-0.18011,-0.11946,-0.13001,-0.14945,-0.13489,-0.24827,-0.19886,-0.27295,-0.17397,-0.26697,-0.24643,1.26488,-0.51986,-1.40448,-0.92396,-1.12564,0.49838,-0.25519,-0.26769,0.44706,-0.75715,0.36179,-0.22454,-0.9666,-0.1838,-0.19234,-0.27867,0.60052,-0.29244,-2.35302,-0.19169,-0.29705,-0.13857,0.37372,0.78018,-0.5874,-0.28071,-0.21525,0.60608,-0.30461,-0.21571,-0.2232,0.86217,-0.93746,-0.23907,-0.24428,-0.59064,-0.7257,-1.02293,-0.5909,2.88319,-0.10657,0.341,0.11832,-0.10459,1.90674,-1.60883,-0.21072,1.29742,-0.70919,-0.31883,-0.24464,-0.202,0.73019,-0.35722,2.61212,-0.22527,0
negative252,7.81828,4.30927,-0.21715,5.86665,-0.0915,-0.10818,-0.14012,-0.12467,-0.21439,-0.18816,-0.24143,-0.13765,-0.20814,-0.20684,-0.16467,-0.51986,-1.17097,-0.92396,-0.86983,-1.07738,-0.22045,-0.24832,0.96815,1.4359,-0.79504,-0.22454,-0.9666,-0.1838,-0.17764,-0.21124,-1.05274,-0.24955,-0.16218,-0.19169,-0.05628,-0.11703,-0.75649,-0.02018,1.08685,-0.28071,-0.21525,-0.43044,-0.30461,-0.19193,-0.2232,-0.14791,1.65947,-0.23907,-0.24428,1.29008,-0.03383,1.18382,-0.25323,-0.2726,-0.10657,-1.01789,-0.57651,-0.44171,0.22599,2.20319,-0.26016,1.14783,0.3181,-0.26272,2.85918,-0.202,0.73019,-0.27646,-0.15406,0.99092,0
negative253,-0.12453,-0.19626,-0.21715,-0.16513,-0.0915,-0.10818,-0.14012,-0.12467,-0.21439,-0.18816,3.99133,-0.13765,-0.20814,-0.20684,0.35516,-0.51986,1.16414,0.44554,-0.61402,-1.5276,-0.22045,-0.24832,0.97747,0.91844,-0.79504,-0.22454,-0.9666,-0.1838,-0.17764,-0.21124,0.70903,-0.24955,1.48095,-0.19169,-0.05628,-0.11703,-0.75649,-0.37589,-0.77343,-0.28071,-0.21525,0.14152,-0.30461,-0.19193,-0.2232,-1.97869,0.48789,-0.23907,-0.24428,3.1708,0.5161,-0.50969,-0.63799,-0.2726,-0.10657,-0.95611,1.01916,-0.52599,-0.35463,0.34787,-1.9724,-0.75145,0.58588,-0.26272,-0.74525,-0.202,-1.36951,-0.27646,-0.15406,-1.30852,0
negative254,-0.12453,-0.19626,-0.21715,-0.16513,-0.0915,-0.10818,-0.14012,-0.12467,-0.21439,-0.18816,-0.24143,-0.13765,-0.20814,-0.20684,0.35516,-0.51986,-0.93746,0.85619,-0.61402,-1.07738,-0.22045,7.55225,1.209,-0.2488,0.00584,-0.22454,-0.27671,-0.1838,-0.17764,-0.21124,1.36279,3.58977,0.93324,-0.19169,-0.05628,-0.11703,-0.75649,-0.37589,0.71479,-0.28071,-0.21525,0.2479,-0.30461,4.59684,-0.2232,1.03419,2.03085,-0.23907,-0.24428,-0.59064,2.47376,0.01646,-0.03891,-0.2726,-0.10657,-1.69936,-0.71901,-0.39957,-0.93526,1.64177,-1.31786,0.89085,0.33112,-0.26272,1.25721,-0.202,-1.36951,-0.27646,-0.15406,-0.16496,0
negative255,-0.12453,-0.19626,-0.21715,-0.16513,-0.0915,-0.10818,-0.14012,-0.12467,-0.21439,-0.18816,-0.24143,-0.13765,-0.20814,-0.20684,-1.20435,-0.51986,-0.93746,-0.92396,-0.61402,0.27327,-0.22045,-0.24832,1.01862,2.10903,-0.79504,-0.22454,2.56669,-0.1838,-0.17764,-0.21124,-2.09774,-0.24955,1.48095,-0.19169,-1.01935,-0.11703,-0.75649,1.04696,-0.02932,-0.28071,-0.21525,0.79743,3.20408,-0.19193,-0.2232,-0.74303,0.8665,-0.23907,-0.24428,-0.59064,1.30004,0.12213,-0.26843,-0.2726,-0.10657,0.88603,-1.6106,-0.77883,0.22599,-0.5459,-2.11971,-1.18416,-0.00398,-0.26272,2.45869,-0.202,0.73019,-0.27646,-0.15406,-1.58999,0
negative256,-0.12453,-0.19626,-0.21715,-0.16513,-0.0915,-0.10818,-0.14012,-0.12467,-0.21439,-0.18816,-0.24143,-0.13765,-0.20814,-0.20684,-0.16467,-0.51986,1.63116,0.85619,-0.86983,-0.17695,-0.22045,-0.24832,-0.28387,0.78727,0.00584,-0.22454,0.32775,-0.1838,-0.17764,-0.21124,1.18957,-0.24955,0.93324,-0.19169,0.90678,-0.11703,-0.75649,-1.08732,-0.02932,-0.28071,-0.21525,0.78341,-0.30461,-0.19193,-0.2232,-1.74253,0.21144,-0.23907,-0.24428,1.29008,-0.44066,0.55837,-0.2807,-0.2726,-0.10657,-1.36806,-1.14102,0.10611,-0.35463,0.20457,-0.97838,0.94043,-1.17115,-0.26272,0.85672,-0.202,0.73019,-0.27646,-0.15406,0.14996,0
negative257,-0.12453,-0.19626,-0.21715,-0.16513,-0.0915,-0.10818,-0.14012,-0.12467,-0.21439,-0.18816,-0.24143,-0.13765,-0.20814,-0.20684,-1.20435,-0.51986,-0.93746,-0.92396,-0.61402,0.27327,-0.22045,-0.24832,-1.58267,-1.6004,-0.79504,-0.22454,-0.9666,-0.1838,-0.17764,-0.21124,0.82741,-0.24955,-0.16218,-0.19169,1.86985,-0.11703,1.30715,1.40267,2.57507,-0.28071,-0.21525,0.2415,-0.30461,-0.19193,-0.2232,0.55989,-2.36225,-0.23907,-0.24428,-0.59064,2.477,-0.12736,2.72642,-0.2726,-0.10657,0.5305,1.07036,0.23252,-0.35463,-0.91378,-0.07343,0.35137,-1.66692,-0.26272,-0.74525,-0.202,-1.36951,-0.27646,-0.15406,-0.28002,0
negative258,-0.12453,-0.19626,-0.21715,-0.16513,-0.0915,-0.10818,-0.14012,-0.12467,-0.21439,-0.18816,-0.24143,-0.13765,-0.20814,-0.20684,1.91467,-0.51986,-1.40448,-0.92396,-1.12564,-0.62717,-0.22045,-0.24832,2.52621,-2.44442,-0.79504,-0.22454,-0.9666,-0.1838,-0.17764,-0.21124,0.72711,-0.24955,-2.35302,-0.19169,-0.05628,-0.11703,-0.75649,0.33553,-0.02932,1.96317,-0.21525,1.25221,-0.30461,-0.19193,-0.2232,0.43403,-0.11904,-0.23907,-0.24428,1.29008,-1.90485,0.06754,-1.13956,-0.2726,-0.10657,-1.20412,0.91774,-1.83232,3.12911,-0.69542,1.57598,1.68965,-1.44258,-0.26272,-0.74525,-0.202,0.73019,-0.27646,-0.15406,-1.0982,0
negative259,-0.12453,-0.19626,-0.21715,-0.16513,-0.0915,-0.10818,-0.14012,-0.12467,-0.21439,-0.18816,-0.24143,-0.13765,-0.20814,-0.20684,-1.72418,-0.51986,-0.47044,-0.92396,-0.35822,0.72349,-0.22045,-0.24832,-0.48233,-0.27907,-0.79504,-0.22454,-0.9666,-0.1838,-0.17764,-0.21124,0.90063,-0.24955,0.38553,-0.19169,0.90678,-0.11703,-0.75649,-2.15446,-1.14549,-0.28071,-0.21525,-0.92415,-0.30461,-0.19193,-0.2232,0.20149,0.5389,-0.23907,-0.24428,1.29008,1.72049,-0.01037,-0.68308,-0.2726,-0.10657,-0.10535,0.20369,0.02183,-0.35463,0.6308,-0.25747,-0.21103,0.0378,-0.26272,-0.74525,-0.202,0.73019,-0.27646,-0.15406,-0.18814,0
negative260,-0.12453,-0.19626,-0.21715,-0.16513,-0.0915,-0.10818,-0.14012,-0.12467,-0.21439,-0.18816,-0.24143,-0.13765,-0.20814,-0.20684,-1.20435,-0.51986,-0.23693,-0.92396,0.15339,1.17371,-0.22045,-0.24832,-0.21482,0.93145,-0.79504,-0.22454,1.15126,-0.1838,-0.17764,-0.21124,0.85431,-0.24955,0.38553,-0.19169,-0.05628,-0.11703,-0.75649,-1.44303,-0.77343,-0.28071,-0.21525,0.64894,-0.30461,-0.19193,-0.2232,2.73182,0.16033,-0.23907,-0.24428,1.29008,1.07759,0.72723,-1.16165,-0.2726,-0.10657,0.29226,1.4501,-0.35743,-0.35463,-0.57716,-0.64928,-0.6771,0.89175,3.50456,2.05819,-0.202,0.73019,-0.27646,-0.15406,0.03999,0
negative261,-0.12453,-0.19626,-0.21715,-0.16513,-0.0915,-0.10818,-0.14012,-0.12467,-0.21439,-0.18816,-0.24143,-0.13765,-0.20814,-0.20684,-0.16467,-0.51986,-0.23693,-0.92396,0.15339,0.72349,-0.22045,-0.24832,1.14433,0.12321,-0.79504,-0.22454,0.60182,-0.1838,-0.17764,-0.21124,-0.90431,3.58977,0.38553,-0.19169,-0.05628,-0.11703,-0.75649,1.04696,1.08685,-0.28071,5.1565,0.6806,3.20408,-0.19193,-0.2232,-0.15707,0.10521,-0.23907,-0.24428,-0.59064,-1.7586,0.04773,-1.04503,3.41445,-0.10657,-1.3147,0.01562,-0.69455,-0.35463,-0.58571,-1.53763,-0.50204,-0.75323,3.50456,-0.74525,-0.202,0.73019,-0.27646,-0.15406,-0.01404,0
negative262,-0.14425,-0.20744,-0.22883,-0.18011,-0.11946,-0.13001,-0.14945,-0.13489,-0.24827,-0.19886,-0.27295,-0.17397,-0.26697,3.1754,0.875,-0.51986,-1.40448,-0.92396,-1.12564,-1.18994,-0.25519,-0.26769,1.167,-0.71771,-0.79504,-0.22454,-0.9666,-0.1838,-0.19234,3.60692,-0.01297,-0.29244,-1.94224,-0.19169,1.14755,-0.13857,-0.75649,1.04696,-0.30836,-0.28071,-0.21525,1.68564,-0.30461,3.89495,-0.2232,3.08626,-0.21498,-0.23907,-0.24428,1.91698,0.84171,0.71286,-0.6591,-0.28176,-0.10657,1.27999,-0.36991,0.48536,1.05109,-0.84852,0.15912,0.78496,2.15166,-0.31883,-0.84538,-0.202,0.73019,-0.35722,-0.18643,0.90916,0
negative263,-0.12453,-0.19626,-0.21715,-0.16513,-0.0915,-0.10818,-0.14012,-0.12467,-0.21439,4.12343,3.99133,-0.13765,-0.20814,-0.20684,1.39484,-0.51986,-0.70395,-0.32441,-0.35822,0.27327,-0.22045,-0.24832,-0.32434,-2.06302,-0.79504,-0.22454,0.27811,-0.1838,-0.17764,-0.21124,1.19513,-0.24955,-0.70989,-0.19169,-1.01935,-0.11703,1.42016,-0.37589,-0.40137,-0.28071,-0.21525,-0.07659,-0.30461,-0.19193,-0.2232,-1.18667,-0.75176,-0.23907,-0.24428,-0.59064,-1.28361,-0.13966,0.66031,-0.2726,-0.10657,-1.17281,1.26027,-0.73669,0.22599,-1.25175,1.02572,-0.50006,-0.07154,-0.26272,-0.74525,-0.202,-1.36951,3.33793,-0.15406,0.2059,0
negative264,-0.12453,-0.19626,-0.21715,-0.16513,-0.0915,-0.10818,-0.14012,-0.12467,-0.21439,-0.18816,-0.24143,-0.13765,-0.20814,-0.20684,0.35516,1.128,1.16414,-0.92396,1.68823,0.27327,-0.22045,-0.24832,0.09918,0.8212,0.00584,-0.22454,-0.9666,-0.1838,-0.17764,-0.21124,-0.28446,-0.24955,-0.70989,-0.19169,-0.05628,-0.11703,-0.75649,0.33553,-0.77343,-0.28071,-0.21525,0.0701,-0.30461,-0.19193,-0.2232,0.60192,0.48711,-0.23907,-0.24428,-0.59064,0.83404,-0.11885,-1.04022,-0.2726,-0.10657,1.3272,-1.14646,-0.90525,0.80661,-0.75713,0.32428,0.33837,-0.97098,-0.26272,0.45622,-0.202,-1.36951,-0.27646,-0.15406,1.88527,0
negative265,-0.12453,-0.19626,-0.21715,-0.16513,-0.0915,-0.10818,-0.14012,-0.12467,3.19751,-0.18816,-0.24143,-0.13765,-0.20814,-0.20684,1.39484,-0.51986,-1.40448,-0.92396,-1.12564,-0.62717,-0.22045,-0.24832,1.55773,1.78528,0.00584,-0.22454,-0.14276,-0.1838,-0.17764,-0.21124,0.2219,-0.24955,-1.80531,-0.19169,-1.01935,-0.11703,-0.75649,-0.02018,-0.77343,-0.28071,-0.21525,1.7516,3.20408,-0.19193,-0.2232,2.04278,0.33095,-0.23907,-0.24428,1.29008,-0.92124,-0.61814,-1.58932,-0.2726,-0.10657,1.09023,-0.86882,-1.62162,1.38724,-1.04846,0.22472,0.66055,-0.69212,-0.26272,0.05573,-0.202,0.73019,-0.27646,-0.15406,-0.56563,0
negative266,-0.12453,-0.19626,-0.21715,-0.16513,-0.0915,-0.10818,-0.14012,-0.12467,-0.21439,-0.18816,-0.24143,-0.13765,-0.20814,-0.20684,-0.16467,1.12313,-0.23693,0.44554,0.15339,1.17371,-0.22045,-0.24832,-0.3074,1.30639,-0.79504,-0.22454,0.35102,-0.1838,-0.17764,-0.21124,0.72825,-0.24955,0.38553,5.3648,-0.05628,-0.11703,-0.75649,-0.7316,0.34274,-0.28071,5.1565,-0.96944,-0.30461,4.59684,-0.2232,-0.28186,0.5068,-0.23907,-0.24428,-0.59064,-0.42866,0.57902,-0.80865,-0.2726,-0.10657,0.65366,1.87068,-0.39957,-0.93526,0.12029,1.27737,-1.70761,0.49195,-0.26272,-0.34476,-0.202,-1.36951,-0.27646,-0.15406,-0.18814,0
negative267,-0.12453,-0.19626,4.48779,-0.16513,-0.0915,-0.10818,-0.14012,-0.12467,-0.21439,-0.18816,-0.24143,-0.13765,-0.20814,3.77947,-0.68451,-0.51986,0.69712,1.10258,1.17662,0.72349,-0.22045,-0.24832,0.28724,-0.30743,0.00584,-0.22454,-0.31625,-0.1838,-0.17764,-0.21124,-0.26826,3.58977,-0.70989,-0.19169,-0.05628,-0.11703,-0.75649,-1.44303,-0.77343,-0.28071,-0.21525,-1.29961,-0.30461,-0.19193,-0.2232,0.02977,0.66997,-0.23907,-0.24428,-0.59064,1.54081,0.52329,-0.90874,-0.2726,-0.10657,-0.83279,0.65725,-0.56813,0.22599,-0.03554,1.73529,-0.21546,0.08505,-0.26272,0.45622,-0.202,-1.36951,-0.27646,-0.15406,-0.56563,0
negative268,-0.14425,-0.20744,-0.22883,-0.18011,-0.11946,-0.13001,-0.14945,-0.13489,-0.24827,-0.19886,-0.27295,-0.17397,-0.26697,-0.24643,0.48512,-0.51986,-1.22935,-0.92396,-0.93378,-0.17695,-0.25519,-0.26769,0.97114,-1.51847,-0.21662,-0.22454,0.1886,-0.1838,4.89079,-0.27867,0.52002,-0.29244,-0.29911,-0.19169,-0.29705,-0.13857,-0.75649,1.58053,-0.5874,-0.28071,-0.21525,-0.27311,-0.30461,-0.21571,-0.2232,-2.23721,0.46352,-0.23907,-0.24428,-0.59064,-0.12146,0.19691,-0.57914,-0.28176,-0.10657,0.22652,0.75522,0.78034,0.19543,1.40457,-0.89997,-0.13312,-0.82074,-0.31883,-0.54501,-0.202,-1.36951,2.74536,-0.18643,-1.11989,0
negative269,-0.12453,4.30927,-0.21715,-0.16513,-0.0915,-0.10818,-0.14012,-0.12467,-0.21439,-0.18816,-0.24143,-0.13765,-0.20814,-0.20684,-0.16467,-0.51986,-0.00342,1.10258,-0.86983,0.27327,-0.22045,-0.24832,0.30787,-0.62361,-0.79504,-0.22454,0.98656,-0.1838,-0.17764,-0.21124,-0.47884,3.58977,0.93324,-0.19169,-0.05628,-0.11703,-0.75649,0.69125,0.34274,-0.28071,-0.21525,-0.3876,-0.30461,-0.19193,-0.2232,-0.55211,0.45976,-0.23907,-0.24428,-0.59064,0.13557,1.82498,0.52634,-0.2726,-0.10657,1.01191,-0.03166,-0.52599,0.80661,-0.19751,0.46935,-1.5341,-1.44669,-0.26272,-0.34476,-0.202,0.73019,-0.27646,-0.15406,0.93413,0
negative270,-0.12453,-0.19626,-0.21715,-0.16513,-0.0915,-0.10818,-0.14012,-0.12467,-0.21439,-0.18816,-0.24143,-0.13765,-0.20814,-0.20684,-0.68451,1.23109,-1.17097,1.40235,-0.86983,0.72349,-0.22045,-0.24832,-0.52734,0.31564,0.80672,-0.22454,-0.2645,-0.1838,-0.17764,-0.21124,0.59107,-0.24955,-0.16218,-0.19169,-0.05628,-0.11703,-0.75649,-1.08732,-0.02932,-0.28071,-0.21525,-1.54504,-0.30461,-0.19193,-0.2232,-0.42553,0.05537,-0.23907,-0.24428,1.29008,-0.7592,0.77533,-0.09198,-0.2726,-0.10657,0.29887,0.51115,-0.56813,-0.35463,0.14908,0.54589,-0.43641,-1.31695,-0.26272,1.6577,-0.202,0.73019,-0.27646,-0.15406,-0.6059,0
