,DDE_HD,DDE_DD,DDE_QK,DDE_QD,DDE_VM,DDE_WV,DDE_MK,DDE_MD,DDE_GP,DDE_DN,DDE_AI,DDE_AH,DDE_SS,DDE_TT,CTDC_secondarystruct.G3,QSO3_SC_M,CTDD_hydrophobicity_CASG920101.3.residue75,DDR_N,CTDD_hydrophobicity_CASG920101.3.residue0,CTDC_secondarystruct.G1,DDE_YL,DDE_VD,MSW__27,Z3__7,CKSAAGP_uncharger.uncharger.gap1,CKSAAP_TS.gap3,QSO3_SC_L,CKSAAP_IY.gap2,DDE_DQ,DDE_PS,MSW__7,DDE_LI,CTDC_hydrophobicity_ENGD860101.G3,CKSAAP_NG.gap1,AAC_K,DDE_HE,PAAC_Xc1.R,CTDD_polarity.2.residue50,CTDD_polarity.2.residue0,CTriad_g6.g1.g1,CTriad_g4.g3.g1,Z5__26,CKSAAP_AL.gap1,DDE_DP,CKSAAP_VS.gap2,NMBroto_CHAM810101.lag2,Z3__21,CTriad_g6.g3.g2,GTPC_postivecharger.alphaticr.aromatic,CKSAAGP_alphaticr.aromatic.gap4,Geary_CHAM820102.lag3,Z3__27,Z5__46,DDE_EK,CKSAAP_HR.gap3,Geary_CHAM820101.lag3,TM_tend,formula_H,CTDT_hydrophobicity_PONP930101.Tr1221,MSW__16,MSW__8,NMBroto_CIDH920105.lag2,Z5__44,DDE_GL,CTDD_hydrophobicity_FASG890101.1.residue0,CKSAAP_ET.gap3,OVP_Hydrophobic_N4,DDE_SL,DDE_PP,Charge_phys,y
negative131,7.81828,-0.19626,-0.21715,-0.16513,-0.0915,-0.10818,-0.14012,-0.12467,-0.21439,-0.18816,-0.24143,-0.13765,-0.20814,-0.20684,0.35516,-0.51986,-0.93746,0.52767,-0.61402,-0.62717,-0.22045,3.65197,1.24805,-1.83065,0.00584,-0.22454,0.31912,-0.1838,-0.17764,-0.21124,-0.24021,-0.24955,0.93324,-0.19169,-0.05628,-0.11703,-0.75649,1.04696,2.20302,-0.28071,-0.21525,0.28202,-0.30461,-0.19193,-0.2232,-0.10361,1.9287,-0.23907,-0.24428,-0.59064,0.53477,0.29492,-0.16487,-0.2726,-0.10657,0.7909,0.05435,-0.52599,1.38724,1.1929,1.06212,0.05226,-0.51414,-0.26272,0.05573,-0.202,0.73019,-0.27646,-0.15406,0.46657,0
negative132,-0.12453,-0.19626,-0.21715,-0.16513,-0.0915,-0.10818,-0.14012,-0.12467,-0.21439,-0.18816,-0.24143,-0.13765,-0.20814,-0.20684,-1.20435,-0.51986,-0.47044,-0.92396,-0.86983,-1.5276,-0.22045,-0.24832,-0.35673,-1.1356,0.00584,-0.22454,-0.9666,-0.1838,-0.17764,-0.21124,-1.40262,-0.24955,0.93324,-0.19169,0.90678,-0.11703,-0.75649,0.69125,1.08685,-0.28071,-0.21525,0.55617,-0.30461,-0.19193,-0.2232,0.79039,0.88984,-0.23907,-0.24428,-0.59064,0.19755,-1.46531,0.84183,-0.2726,-0.10657,-0.64955,-0.6499,-0.18887,-0.93526,0.61542,0.07525,0.62642,0.78834,-0.26272,0.05573,-0.202,0.73019,-0.27646,-0.15406,0.70001,0
negative133,-0.14425,-0.20744,-0.22883,-0.18011,-0.11946,-0.13001,-0.14945,-0.13489,-0.24827,-0.19886,-0.27295,-0.17397,-0.26697,-0.24643,-1.46426,2.45035,0.34685,-0.92396,-0.55007,1.17371,-0.25519,-0.26769,-0.45911,2.48179,-0.79504,-0.22454,10.9431,-0.1838,-0.19234,-0.27867,-2.81276,3.00321,4.21951,-0.19169,-1.01935,-0.13857,-0.75649,-0.55375,-0.02932,-0.28071,-0.21525,-0.77983,-0.30461,-0.21571,-0.2232,1.78738,0.6726,-0.23907,-0.24428,-0.59064,0.4935,0.22178,0.92001,-0.28176,-0.10657,-0.73695,-1.16273,2.38165,-1.51588,0.73216,-2.89063,2.01298,0.25374,-0.31883,-1.14575,-0.202,-1.36951,-0.35722,-0.18643,-1.61845,0
negative134,-0.12018,-0.19379,-0.21457,-0.16183,-0.08533,-0.10337,-0.13806,-0.12242,-0.20692,-0.1858,-0.23447,-0.12964,-0.19517,-0.19811,-0.01615,-0.51986,0.59704,-0.92396,1.06699,0.016,-0.21279,-0.24405,-0.18229,0.1909,0.9402,-0.22454,2.15152,-0.1838,-0.17439,-0.19637,-0.94163,-0.24009,1.16798,-0.19169,0.01251,-0.11228,-0.75649,-1.01109,-0.74685,-0.28071,-0.21525,-1.23836,-0.30461,-0.18668,-0.2232,0.44245,0.22972,-0.23907,4.07097,1.49905,0.814,-1.54659,0.79858,-0.27059,-0.10657,0.61792,0.62817,-0.52599,-1.51588,0.3143,-0.7698,-2.23364,-0.01611,-0.25034,0.14155,-0.202,0.73019,3.49218,-0.14692,0.10665,0
negative135,-0.14425,-0.20744,-0.22883,-0.18011,-0.11946,-0.13001,-0.14945,-0.13489,-0.24827,-0.19886,-0.27295,-0.17397,-0.26697,-0.24643,-1.85414,-0.51986,0.87225,-0.92396,-0.74193,0.49838,-0.25519,-0.26769,-0.38909,0.32726,-0.79504,-0.22454,4.6896,-0.1838,-0.19234,-0.27867,0.35568,6.29886,3.39794,-0.19169,-1.01935,-0.13857,-0.75649,-1.88767,-0.86644,-0.28071,-0.21525,-0.39,-0.30461,-0.21571,-0.2232,1.54468,1.49814,-0.23907,-0.24428,0.66317,-0.20387,-0.10881,-0.74692,-0.28176,-0.10657,0.02067,0.8502,2.46593,-1.51588,2.18805,-1.39945,0.62607,0.55934,-0.31883,0.05573,-0.202,-1.36951,-0.35722,-0.18643,-0.85017,0
negative136,-0.11095,-0.18856,-0.2091,-0.15482,-0.07225,-0.09315,-0.13369,-0.11764,-0.19106,-0.18079,-0.21972,-0.11264,-0.16763,-0.17958,-0.29463,-0.51986,-0.8207,-0.92396,-0.48612,0.49838,-0.19653,-0.23498,-0.90151,-0.32439,0.24611,-0.22454,-0.24985,-0.1838,-0.16751,-0.16481,-0.21098,-0.22001,-0.98375,-0.19169,3.79599,-0.1022,-0.75649,0.51339,0.71479,-0.28071,-0.21525,-0.3112,4.25668,-0.17555,-0.2232,-0.26355,-1.25118,-0.23907,-0.24428,-0.59064,-2.11739,-1.36731,0.70111,-0.2663,-0.10657,-0.52723,0.14257,-1.15808,1.44002,-0.81802,-0.5432,0.50588,0.57495,-0.22407,-0.64513,-0.202,0.73019,-0.22085,-0.13176,1.53577,0
negative137,-0.14425,-0.20744,-0.22883,-0.18011,-0.11946,-0.13001,-0.14945,-0.13489,2.68049,-0.19886,-0.27295,-0.17397,-0.26697,-0.24643,2.82439,-0.51986,-1.40448,0.93421,-1.12564,-0.85228,-0.25519,-0.26769,2.62967,-0.95792,2.09702,-0.22454,0.38324,-0.1838,-0.19234,3.60692,0.30404,-0.29244,-1.53146,3.82133,-1.01935,-0.13857,-0.75649,0.24661,-0.5874,1.96317,-0.21525,-0.10634,-0.30461,-0.21571,-0.2232,0.44817,0.83749,-0.23907,-0.24428,-0.59064,0.17289,1.00142,-0.88873,-0.28176,-0.10657,-0.07958,-1.1297,-0.14673,1.05109,0.26182,0.47023,1.53256,-1.14002,-0.31883,0.05573,-0.202,-1.36951,-0.35722,2.61212,-1.18132,0
negative138,-0.12453,-0.19626,-0.21715,5.86665,-0.0915,-0.10818,-0.14012,-0.12467,-0.21439,-0.18816,-0.24143,-0.13765,-0.20814,-0.20684,-0.16467,-0.51986,0.23009,-0.92396,-0.10241,0.27327,-0.22045,-0.24832,0.06718,0.56514,-0.79504,-0.22454,-0.36426,-0.1838,5.74403,-0.21124,2.24491,-0.24955,-0.70989,-0.19169,-0.05628,-0.11703,-0.75649,-1.79874,-0.77343,-0.28071,-0.21525,0.56597,-0.30461,-0.19193,-0.2232,2.56489,0.4939,-0.23907,-0.24428,-0.59064,-0.32489,-0.49344,-0.82509,-0.2726,-0.10657,1.1873,-1.21861,-0.44171,-0.35463,1.39859,-0.2309,2.11022,1.0891,3.50456,1.25721,-0.202,0.73019,-0.27646,-0.15406,1.50371,0
negative139,-0.13671,-0.20317,-0.22436,-0.17438,-0.10878,-0.12167,-0.14589,-0.13098,-0.23533,-0.19477,-0.26091,-0.16009,-0.24449,-0.2313,-0.07803,-0.51986,-0.43152,0.26897,-0.91246,-0.62717,-0.24192,-0.26029,-0.49014,-1.38743,-0.14432,-0.22454,0.68661,-0.1838,-0.18672,-0.25291,0.80547,-0.27606,0.84196,-0.19169,0.58576,-0.13034,-0.75649,-0.07946,1.02484,-0.28071,-0.21525,-0.95068,-0.30461,-0.20662,-0.2232,0.54785,1.20285,4.68535,-0.24428,-0.59064,-0.19404,-0.29369,-0.15746,-0.27826,-0.10657,0.20259,2.39907,1.1596,-1.51588,0.52055,1.09597,-1.59404,0.31322,-0.2974,0.85672,-0.202,-1.36951,-0.32637,-0.17406,0.61518,0
negative140,-0.13671,-0.20317,-0.22436,-0.17438,-0.10878,-0.12167,-0.14589,-0.13098,-0.23533,-0.19477,-0.26091,-0.16009,-0.24449,-0.2313,-0.07803,0.93521,0.73603,-0.92396,-0.91246,0.87356,-0.24192,-0.26029,-0.06264,-0.39912,1.1571,-0.22454,-0.38314,-0.1838,5.1871,3.85489,-1.32131,-0.27606,-0.52732,-0.19169,-0.2168,-0.13034,1.39576,-0.37589,-0.52539,-0.28071,-0.21525,-0.66381,-0.30461,-0.20662,-0.2232,0.58074,-1.57358,-0.23907,-0.24428,0.85606,-0.18767,0.40614,2.56979,-0.27826,-0.10657,0.09096,0.55357,0.44322,0.39676,0.15306,0.68197,-0.33497,-1.0555,-0.2974,-0.14452,-0.202,0.73019,-0.32637,5.74313,-0.95178,0
negative141,-0.12872,-0.19864,-0.21963,5.65893,-0.09745,-0.11283,-0.1421,-0.12685,-0.2216,-0.19043,-0.24813,-0.14537,-0.22066,-0.21526,-0.78198,-0.51986,-0.09098,-0.92396,-0.646,0.49838,-0.22784,-0.25244,-0.51333,1.45872,-0.79504,-0.22454,0.67261,-0.1838,-0.18076,-0.22558,2.2037,3.45046,1.24133,-0.19169,-1.01935,-0.12161,0.27949,2.1808,3.38895,-0.28071,-0.21525,-0.6744,-0.30461,-0.19699,-0.2232,0.06364,0.21974,-0.23907,-0.24428,-0.59064,-0.43405,-0.3985,-0.03974,-0.27455,-0.10657,-0.57311,3.02454,0.44322,-0.43205,1.13979,0.63326,-1.26758,-0.84224,-0.27466,-0.01936,-0.202,0.73019,-0.29364,-0.16094,-0.0915,0
negative142,-0.12453,-0.19626,-0.21715,-0.16513,-0.0915,-0.10818,-0.14012,-0.12467,-0.21439,-0.18816,-0.24143,-0.13765,-0.20814,-0.20684,0.35516,1.06468,-0.47044,0.52767,-0.10241,-0.62717,-0.22045,-0.24832,-0.63487,0.77098,0.80672,-0.22454,-0.33123,5.93513,-0.17764,-0.21124,1.12881,-0.24955,-0.70989,-0.19169,-0.05628,-0.11703,-0.75649,-1.08732,-0.77343,-0.28071,-0.21525,-0.75571,-0.30461,-0.19193,-0.2232,0.29722,0.38916,-0.23907,-0.24428,-0.59064,0.78668,-0.49558,-1.13543,-0.2726,-0.10657,0.60802,1.27627,-0.14673,-1.51588,0.21874,-0.02772,-0.65511,0.42543,-0.26272,0.05573,-0.202,0.73019,-0.27646,-0.15406,-0.92525,0
negative143,-0.12453,-0.19626,-0.21715,-0.16513,-0.0915,-0.10818,-0.14012,-0.12467,-0.21439,-0.18816,-0.24143,-0.13765,-0.20814,-0.20684,0.35516,-0.51986,-0.47044,0.41064,-0.10241,-0.17695,-0.22045,3.65197,0.21353,-1.53263,-0.79504,-0.22454,0.24214,-0.1838,-0.17764,-0.21124,0.83811,-0.24955,0.93324,-0.19169,0.90678,-0.11703,-0.75649,1.75839,2.94713,-0.28071,-0.21525,-0.03207,-0.30461,-0.19193,-0.2232,0.04392,0.93069,-0.23907,-0.24428,-0.59064,0.99766,0.13984,0.02061,-0.2726,-0.10657,0.04373,-0.9649,-0.27315,0.80661,-0.28652,0.96151,-0.43427,-0.26434,-0.26272,-0.74525,-0.202,0.73019,-0.27646,-0.15406,1.66467,0
negative144,-0.10602,-0.18576,-0.20618,-0.15107,-0.06525,-0.08769,-0.13135,-0.11509,-0.18259,-0.17811,-0.21183,-0.10355,-0.15292,-0.16968,0.59145,1.75833,-0.44921,0.16425,-0.42798,-1.03646,-0.18784,-0.23014,0.13057,0.70533,0.36179,-0.22454,-0.9666,-0.1838,-0.16384,-0.14795,-0.131,-0.20929,1.38137,-0.19169,-1.01935,-0.09682,0.32781,1.72605,2.91331,-0.28071,-0.21525,-0.51795,-0.30461,-0.16961,-0.2232,0.57415,0.05795,-0.23907,-0.24428,-0.59064,0.02084,0.47668,0.03369,-0.26401,-0.10657,-0.96657,0.31984,-1.66376,-0.70301,0.20868,-0.0213,-0.77726,-2.22963,-0.21004,1.03876,-0.202,-1.36951,-0.20065,-0.12366,-0.15174,0
negative145,-0.14425,-0.20744,-0.22883,-0.18011,-0.11946,-0.13001,-0.14945,-0.13489,-0.24827,3.50218,-0.27295,-0.17397,-0.26697,-0.24643,0.875,-0.51986,-1.40448,1.49064,-1.12564,0.83604,-0.25519,-0.26769,-0.16061,1.48961,0.9402,-0.22454,-0.9666,-0.1838,-0.19234,-0.27867,0.98365,-0.29244,-2.35302,-0.19169,1.14755,7.3076,0.50129,-0.55375,0.24972,-0.28071,-0.21525,-1.63542,-0.30461,-0.21571,-0.2232,-0.42726,-0.05237,-0.23907,-0.24428,-0.59064,-1.12863,-1.12653,0.0973,2.88319,-0.10657,-0.47054,-1.25222,1.11746,1.90674,-1.64753,0.88896,1.57403,1.35295,-0.31883,-0.84538,-0.202,-1.36951,-0.35722,-0.18643,-0.61641,0
negative146,-0.12453,-0.19626,-0.21715,-0.16513,-0.0915,-0.10818,-0.14012,-0.12467,-0.21439,-0.18816,-0.24143,-0.13765,-0.20814,-0.20684,1.39484,1.34312,-0.93746,0.26486,-0.61402,-1.07738,-0.22045,-0.24832,0.8405,-0.01584,1.6076,-0.22454,-0.21958,-0.1838,-0.17764,-0.21124,-0.40351,-0.24955,0.38553,-0.19169,-0.05628,-0.11703,-0.75649,0.33553,-0.02932,-0.28071,-0.21525,-0.72093,-0.30461,-0.19193,-0.2232,0.1526,0.07714,-0.23907,-0.24428,-0.59064,0.45903,0.87902,1.61596,-0.2726,-0.10657,1.42453,-1.07143,-1.03167,-0.93526,0.54486,0.60931,-0.01926,-0.44219,-0.26272,0.05573,-0.202,-1.36951,-0.27646,-0.15406,0.76093,0
negative147,-0.12453,4.30927,-0.21715,-0.16513,-0.0915,-0.10818,-0.14012,-0.12467,3.19751,-0.18816,-0.24143,-0.13765,-0.20814,-0.20684,2.43451,-0.51986,0.46361,-0.92396,-0.86983,-2.87826,-0.22045,-0.24832,2.60521,2.0365,0.80672,-0.22454,-0.9666,-0.1838,-0.17764,-0.21124,-0.27636,-0.24955,-0.16218,-0.19169,-1.01935,-0.11703,-0.75649,1.04696,-0.40137,-0.28071,-0.21525,1.74174,-0.30461,-0.19193,-0.2232,4.42924,0.5021,-0.23907,-0.24428,-0.59064,0.73474,0.87988,0.18984,-0.2726,-0.10657,1.31407,-0.44724,-1.53734,1.96786,0.61985,-0.18047,0.98743,0.78403,-0.26272,0.85672,-0.202,0.73019,-0.27646,-0.15406,-0.33797,0
negative148,-0.14425,-0.20744,-0.22883,-0.18011,-0.11946,-0.13001,-0.14945,-0.13489,-0.24827,-0.19886,-0.27295,-0.17397,-0.26697,-0.24643,-1.07439,-0.51986,-0.17855,2.41253,0.21734,0.83604,-0.25519,-0.26769,-1.11825,0.232,-0.79504,-0.22454,-0.43864,-0.1838,4.89079,-0.27867,0.3849,-0.29244,0.11168,-0.19169,-0.29705,-0.13857,0.3655,1.04696,-0.30836,-0.28071,-0.21525,-0.36943,-0.30461,-0.21571,-0.2232,-0.25118,0.18143,-0.23907,-0.24428,-0.59064,0.58374,-0.90647,-0.49697,-0.28176,-0.10657,-0.17322,0.34264,1.03318,0.19543,-0.44539,1.04774,0.41077,-0.02854,-0.31883,-0.54501,3.39796,0.73019,-0.35722,-0.18643,-0.27153,0
negative149,-0.12453,-0.19626,-0.21715,-0.16513,-0.0915,-0.10818,-0.14012,-0.12467,-0.21439,-0.18816,-0.24143,-0.13765,-0.20814,-0.20684,0.875,-0.51986,1.16414,-0.92396,1.68823,-0.62717,-0.22045,3.65197,1.27982,-1.62936,-0.79504,-0.22454,-0.9666,-0.1838,-0.17764,-0.21124,1.41533,-0.24955,-0.16218,-0.19169,0.90678,-0.11703,-0.75649,-1.44303,-0.77343,1.96317,-0.21525,1.58641,-0.30461,-0.19193,-0.2232,1.62304,0.45215,-0.23907,-0.24428,-0.59064,-0.36925,-0.37382,-0.16589,3.41445,-0.10657,-0.48952,-0.42284,-1.03167,0.80661,-0.22653,0.75642,0.83196,-0.56915,-0.26272,0.05573,-0.202,0.73019,-0.27646,-0.15406,0.98149,0
negative150,-0.09535,-0.17971,-0.19986,-0.14297,-0.05013,-0.07589,-0.1263,-0.10956,-0.16426,-0.17232,-0.19478,-0.08391,-0.1211,-0.14827,-1.37762,-0.51986,1.709,-0.14784,2.28511,1.62393,-0.16905,-0.21967,-2.31058,-1.96762,-0.79504,-0.22454,1.57571,-0.1838,-0.15588,-0.11148,-0.42688,-0.18609,2.21124,-0.19169,-1.01935,-0.08517,1.20614,-1.5616,-0.52539,-0.28071,-0.21525,0.11284,-0.30461,-0.15675,-0.2232,0.7994,-1.5111,-0.23907,7.15329,-0.59064,-1.80993,1.01263,1.93314,-0.25906,-0.10657,-2.39004,1.56961,-1.74804,-0.49979,-0.84789,-1.44036,0.23826,-0.47899,-0.17969,0.85672,-0.202,-1.36951,-0.15697,-0.10615,1.58184,0
negative151,-0.12453,-0.19626,-0.21715,-0.16513,-0.0915,-0.10818,-0.14012,-0.12467,-0.21439,-0.18816,-0.24143,-0.13765,-0.20814,-0.20684,-0.16467,-0.51986,-1.40448,1.10258,-1.12564,0.27327,-0.22045,-0.24832,-0.1385,-0.60901,0.80672,-0.22454,-0.22202,-0.1838,-0.17764,-0.21124,0.20055,-0.24955,-1.2576,-0.19169,0.90678,-0.11703,-0.75649,-0.37589,-0.77343,-0.28071,-0.21525,-0.67903,-0.30461,-0.19193,-0.2232,-0.70968,0.74006,-0.23907,-0.24428,-0.59064,0.63627,-0.17233,-0.36231,-0.2726,-0.10657,0.5223,-1.18687,-0.56813,1.38724,-0.69707,0.63699,-0.01236,-0.08336,-0.26272,2.05819,-0.202,0.73019,-0.27646,3.10616,-0.56563,0
negative152,-0.12453,-0.19626,-0.21715,-0.16513,-0.0915,-0.10818,-0.14012,-0.12467,-0.21439,-0.18816,-0.24143,-0.13765,-0.20814,-0.20684,0.35516,-0.51986,0.93063,-0.92396,1.43242,-0.17695,-0.22045,-0.24832,-1.34562,-1.89198,-0.79504,-0.22454,-0.9666,-0.1838,-0.17764,-0.21124,0.34487,-0.24955,-1.2576,-0.19169,1.86985,-0.11703,-0.75649,-0.7316,-0.77343,-0.28071,-0.21525,1.59473,-0.30461,-0.19193,-0.2232,1.503,-0.30549,-0.23907,-0.24428,1.29008,1.53292,-1.31872,-0.27756,-0.2726,-0.10657,-0.91569,1.30484,-0.61027,1.96786,-0.91183,1.38165,-0.79901,1.05494,-0.26272,0.05573,-0.202,0.73019,-0.27646,-0.15406,3.02129,0
negative153,-0.12453,-0.19626,-0.21715,-0.16513,-0.0915,-0.10818,-0.14012,-0.12467,-0.21439,-0.18816,-0.24143,-0.13765,-0.20814,-0.20684,-1.20435,-0.51986,-0.93746,-0.92396,-0.61402,-0.17695,-0.22045,-0.24832,-0.60197,-1.40079,-0.79504,-0.22454,-0.9666,-0.1838,-0.17764,-0.21124,0.87142,-0.24955,-0.16218,-0.19169,1.86985,-0.11703,-0.75649,0.33553,0.71479,-0.28071,-0.21525,0.02309,-0.30461,-0.19193,-0.2232,0.55316,-0.25028,-0.23907,-0.24428,1.29008,1.46438,-1.99185,0.64288,-0.2726,-0.10657,0.38402,-0.42944,-0.23101,-0.35463,-0.78053,-0.88283,0.94874,-0.6845,-0.26272,-0.74525,-0.202,0.73019,-0.27646,-0.15406,-0.95005,0
negative154,7.81828,-0.19626,-0.21715,-0.16513,-0.0915,-0.10818,-0.14012,-0.12467,-0.21439,-0.18816,-0.24143,-0.13765,-0.20814,-0.20684,0.35516,-0.51986,-1.40448,-0.92396,-1.12564,0.27327,-0.22045,-0.24832,-0.83424,-0.57625,0.80672,-0.22454,0.26427,-0.1838,-0.17764,-0.21124,-0.82552,-0.24955,-1.2576,-0.19169,-1.01935,-0.11703,0.31818,0.33553,0.71479,-0.28071,-0.21525,-0.43369,-0.30461,-0.19193,-0.2232,-0.00665,-0.17354,-0.23907,-0.24428,-0.59064,-0.35806,-0.37979,-0.52662,-0.2726,-0.10657,-0.37092,-0.66943,-0.61027,0.22599,0.3514,-0.28291,0.9341,1.55155,3.50456,-0.34476,-0.202,-1.36951,3.33793,-0.15406,0.19575,0
negative155,-0.15139,-0.2115,-0.23306,-0.18553,-0.12959,-0.13792,-0.15284,-0.13859,-0.26055,-0.20274,-0.28438,-0.18713,-0.28828,-0.26077,0.23702,-0.51986,0.66527,1.36334,-0.07916,0.19141,3.54094,-0.2747,0.14646,0.81194,0.24611,-0.22454,-0.03356,3.68079,-0.19766,3.39283,1.18542,-0.30799,-0.85927,-0.19169,0.95056,-0.14637,-0.75649,1.72605,-0.89181,-0.28071,-0.21525,-1.26562,-0.30461,-0.22432,-0.2232,-0.01547,0.00794,-0.23907,-0.24428,-0.59064,-0.53708,0.28415,-0.30925,-0.28507,-0.10657,-0.45741,1.41281,2.25523,-1.1288,0.54352,-0.28704,-0.92345,1.01797,-0.33917,-0.59962,-0.202,0.73019,2.56465,-0.19816,1.02925,0
negative156,-0.12453,-0.19626,-0.21715,-0.16513,-0.0915,-0.10818,-0.14012,-0.12467,-0.21439,-0.18816,-0.24143,-0.13765,-0.20814,-0.20684,-0.16467,-0.51986,-0.23693,1.75961,0.15339,-0.17695,-0.22045,-0.24832,0.75224,0.48269,0.00584,-0.22454,-0.9666,-0.1838,-0.17764,-0.21124,-0.79197,-0.24955,0.38553,-0.19169,-1.01935,-0.11703,1.50569,0.33553,-0.02932,-0.28071,5.1565,0.81711,-0.30461,-0.19193,-0.2232,-1.11715,-0.89004,-0.23907,-0.24428,-0.59064,1.83213,0.13514,1.48457,-0.2726,-0.10657,0.64505,-0.266,-0.61027,-0.35463,-0.57619,-0.69709,-1.03121,1.06301,-0.26272,0.05573,-0.202,0.73019,-0.27646,-0.15406,-0.37287,0
negative157,-0.12453,-0.19626,-0.21715,-0.16513,-0.0915,-0.10818,-0.14012,-0.12467,-0.21439,-0.18816,-0.24143,-0.13765,2.42466,-0.20684,0.35516,-0.51986,-0.47044,-0.92396,-0.10241,0.27327,-0.22045,-0.24832,-1.1184,-1.18204,0.00584,-0.22454,0.25077,-0.1838,-0.17764,-0.21124,-0.94052,-0.24955,-0.16218,-0.19169,0.90678,-0.11703,0.29675,1.75839,0.71479,-0.28071,-0.21525,-1.23271,-0.30461,-0.19193,-0.2232,-0.92884,-0.67431,-0.23907,-0.24428,-0.59064,1.82619,0.18766,0.90811,-0.2726,-0.10657,-0.67307,-0.1917,0.10611,-0.35463,-0.70284,-1.02764,-0.39743,0.01134,-0.26272,-0.34476,-0.202,0.73019,-0.27646,3.10616,-0.05508,0
negative158,-0.12453,-0.19626,-0.21715,-0.16513,-0.0915,-0.10818,-0.14012,-0.12467,-0.21439,-0.18816,-0.24143,-0.13765,-0.20814,-0.20684,1.39484,-0.51986,-0.93746,0.66319,-0.61402,-0.62717,-0.22045,-0.24832,0.70774,-1.46805,0.00584,-0.22454,0.2301,-0.1838,-0.17764,-0.21124,-0.37945,-0.24955,-0.16218,-0.19169,-0.05628,-0.11703,0.33353,-0.02018,0.34274,-0.28071,-0.21525,0.17069,-0.30461,-0.19193,-0.2232,1.73809,-0.46512,-0.23907,-0.24428,-0.59064,-0.21672,-0.42338,0.23905,-0.2726,-0.10657,-0.4344,-0.61478,-0.65241,0.80661,-0.00022,0.2924,1.00613,-0.58533,-0.26272,-0.74525,-0.202,0.73019,3.33793,-0.15406,3.31726,0
negative159,-0.12453,-0.19626,-0.21715,-0.16513,-0.0915,-0.10818,-0.14012,-0.12467,-0.21439,-0.18816,-0.24143,-0.13765,-0.20814,-0.20684,-0.68451,-0.51986,-1.17097,1.40235,-0.86983,0.27327,-0.22045,-0.24832,1.12773,-0.39711,-0.79504,-0.22454,-0.9666,-0.1838,-0.17764,-0.21124,-0.53592,-0.24955,0.38553,5.3648,-0.05628,-0.11703,-0.75649,1.40267,0.34274,-0.28071,-0.21525,1.19699,-0.30461,-0.19193,-0.2232,-0.22686,0.44486,-0.23907,-0.24428,-0.59064,0.23517,-0.64166,-1.21251,-0.2726,-0.10657,-0.13584,0.14233,-1.03167,-0.35463,-1.74178,-1.56144,1.09242,-2.49014,-0.26272,1.25721,-0.202,0.73019,-0.27646,-0.15406,-0.56563,0
negative160,-0.14425,-0.20744,-0.22883,-0.18011,-0.11946,-0.13001,-0.14945,-0.13489,-0.24827,-0.19886,-0.27295,-0.17397,-0.26697,-0.24643,5.55353,-0.51986,-1.40448,-0.55643,-1.12564,-2.87826,-0.25519,-0.26769,1.84737,0.14647,9.61638,-0.22454,-0.9666,-0.1838,-0.19234,-0.27867,0.24599,-0.29244,-2.35302,-0.19169,-1.01935,-0.13857,-0.75649,0.24661,-0.5874,-0.28071,-0.21525,-2.32278,-0.30461,-0.21571,-0.2232,0.37437,2.30922,-0.23907,-0.24428,-0.59064,-3.60086,4.00831,0.16046,-0.28176,-0.10657,-3.68201,-1.46314,0.23252,-1.51588,-0.70309,0.09759,0.57814,2.57463,-0.31883,-1.14575,-0.202,-1.36951,-0.35722,16.60487,-1.70381,0
negative161,-0.13278,-0.20094,-0.22203,-0.1714,-0.1032,-0.11732,-0.14403,-0.12895,-0.22857,-0.19264,-0.25462,-0.15285,-0.23276,-0.22341,0.04938,-0.51986,-0.16825,-0.92396,0.22863,-0.49475,-0.23499,3.39196,0.3665,-0.01675,-0.10094,-0.22454,0.22945,-0.1838,-0.18379,-0.23946,2.10327,-0.2675,0.06335,-0.19169,-1.01935,-0.12605,0.36391,0.67032,1.48079,-0.28071,-0.21525,-0.17935,-0.30461,-0.20188,-0.2232,0.43407,1.09007,-0.23907,-0.24428,0.97662,1.85675,-1.48572,0.02876,-0.27644,-0.10657,1.20383,0.51593,0.14824,0.00826,1.77806,-0.00989,-0.6844,0.20125,-0.2862,-0.79237,-0.202,-1.36951,-0.31026,-0.16761,0.51458,0
negative162,-0.12453,-0.19626,-0.21715,-0.16513,-0.0915,-0.10818,-0.14012,-0.12467,-0.21439,-0.18816,-0.24143,-0.13765,-0.20814,-0.20684,-0.16467,-0.51986,1.39765,-0.92396,1.68823,-1.07738,-0.22045,-0.24832,0.40761,-0.32596,1.6076,-0.22454,0.78263,-0.1838,-0.17764,-0.21124,-3.03651,-0.24955,1.48095,-0.19169,0.90678,-0.11703,-0.75649,0.33553,0.34274,-0.28071,-0.21525,-0.99816,-0.30461,-0.19193,-0.2232,0.30234,1.29083,-0.23907,-0.24428,-0.59064,-0.18887,0.24805,0.47873,-0.2726,-0.10657,1.49332,-1.60524,0.3168,-1.51588,1.10269,-2.21113,0.86505,0.54262,-0.26272,-0.74525,-0.202,-1.36951,-0.27646,3.10616,-0.56563,0
